idx,game_id,text,risk_level,riskType,description,pred_label,pred_riskLevel,PASS_prob,REJECT_prob
969,147,在在在不在呀在不在呀在不在呀在不在,REJECT,300,广告内容,0.0,PASS,0.9751291275024414,0.024870840832591057
970,147,新手，老手在新手，老手在在新手，老手,REJECT,300,广告内容,0.0,PASS,0.9530676603317261,0.04693232849240303
971,147,新手，老手在新手，老手在在在新手，老手,REJECT,300,广告内容,0.0,PASS,0.9426981806755066,0.057301826775074005
972,147,新手，老手在新手，老手在在在看到回下,REJECT,300,广告内容,0.0,PASS,0.903784990310669,0.09621497988700867
973,147,在新手，老手在在在在新手，老手,REJECT,300,广告内容,0.0,PASS,0.9472540616989136,0.05274594947695732
974,147,我掉进s人堆里了，一片灰,REJECT,300,广告：广告：广告,0.0,PASS,0.9830172061920166,0.01698274537920952
975,147,新手，老手？在新手，老手？在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.989743173122406,0.010256769135594368
976,147,新手，老手？在新手，老手？在在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.9856744408607483,0.014325538650155067
977,147,在新手，老手？在在在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.9824935793876648,0.01750635914504528
978,147,新手，老手？在新手，老手？在在在在在·,REJECT,300,广告内容,0.0,PASS,0.9766477346420288,0.023352308198809624
979,147,在在在在在在在在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.9742304086685181,0.025769544765353203
980,147,你?多少我邀请你加入战盟裙用大写一六二七二八七三六三佳我,REJECT,300,广告：广告：广告,1.0,REJECT,0.00037486740620806813,0.9996250867843628
981,147,累充山拾伍万。,REJECT,300,广告：广告：广告,0.0,PASS,0.9809488654136658,0.019051093608140945
982,147,用大写一六二七二八七三六三我的家我,REJECT,300,广告：广告：广告,1.0,REJECT,0.00025766127509996295,0.999742329120636
983,147,在不在不在不在不在不在不我不信,REJECT,300,广告内容,0.0,PASS,0.9819839596748352,0.018016023561358452
984,147,在在在你加我也行，２２５３１６０６２３,REJECT,300,广告内容,1.0,REJECT,0.0037891415413469076,0.9962108135223389
985,147,在在你加我也行，２２５３１６０６２３。,REJECT,300,广告内容,1.0,REJECT,0.004662672057747841,0.9953372478485107
986,147,在你加我也行，２２５３１６０６２３，。,REJECT,300,广告内容,1.0,REJECT,0.0056110951118171215,0.9943888783454895
987,147,在在你加我也可以，２２５３１６０６２３,REJECT,300,广告内容,1.0,REJECT,0.005732328165322542,0.9942677021026611
988,147,来战盟裙一起玩在吗？我是盟主要不要来战盟,REJECT,300,广告：广告：广告,0.0,PASS,0.5536438822746277,0.4463561177253723
989,147,但是我们要来战盟裙奥一六二七二八七三六三没事的,REJECT,300,广告内容,1.0,REJECT,0.0012055890401825309,0.998794436454773
990,147,但是我们要来战盟裙奥一六二七二八七三六三我们帮助你,REJECT,300,广告内容,1.0,REJECT,0.0014056648360565305,0.998594343662262
991,147,发中文加你了在在在在不在在不在在,REJECT,300,广告内容,0.0,PASS,0.6035462021827698,0.3964538276195526
992,147,加你了在在在在不在在不在在不在,REJECT,300,广告内容,0.0,PASS,0.9349441528320312,0.06505578756332397
993,147,但是我们要来战盟裙奥一六二七二八七三六三在吗？我是盟主小号,REJECT,300,广告内容,1.0,REJECT,0.0018314124317839742,0.9981685876846313
994,147,但是我们要来战盟裙奥一六二七二八七三六三在吗,REJECT,300,广告内容,1.0,REJECT,0.0014029599260538816,0.9985970854759216
995,147,一六二七二八七三六三,REJECT,300,广告内容,1.0,REJECT,0.0008552251965738833,0.9991447925567627
996,147,新手，老手在新手，老手？在新手，老手,REJECT,300,广告内容,0.0,PASS,0.9779321551322937,0.02206783927977085
997,147,新手，老手在新手，老手？在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.9869897961616516,0.013010211288928986
998,147,但是我们要来战盟裙奥一六二七二八七三六三在吗？,REJECT,300,广告内容,1.0,REJECT,0.0018839997937902808,0.9981160163879395
999,147,但是我们要来战盟裙奥一六二七二八七三六三兄弟,REJECT,300,广告内容,1.0,REJECT,0.0012751688482239842,0.9987247586250305
1000,147,你问别人吧我不想回答你的问题了嗯都刷了400500的也可以刷,REJECT,300,广告内容,0.0,PASS,0.9065184593200684,0.09348155558109283
1001,147,是的，还行，可惜的是我那个通行证选了第一个，我以为两个都可以选，真灵没混着，郁闷,REJECT,300,广告：广告：广告,0.0,PASS,0.9918819069862366,0.008118133060634136
1002,147,你刚玩还是老区玩过朋友你刚玩还是老区玩过,REJECT,300,广告内容,0.0,PASS,0.9996731281280518,0.00032687204657122493
1003,147,擦，这游戏连表情都发不出来。。。,REJECT,300,广告：广告：广告,0.0,PASS,0.9914137125015259,0.008586280979216099
1004,147,这个b打我,REJECT,300,广告：广告：广告,0.0,PASS,0.9992024302482605,0.0007976164342835546
1005,147,在在在在不在呀在在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.9702925682067871,0.029707418754696846
1006,147,在在在不在呀在在不在呀在在不在呀,REJECT,300,广告内容,0.0,PASS,0.9731842875480652,0.026815731078386307
1007,147,在不在呀在在不在呀在在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.9731472134590149,0.026852771639823914
1008,147,代金券外的优惠要不大佬在不代金券外的优惠要不,REJECT,300,广告内容,0.0,PASS,0.9947100877761841,0.005289968103170395
1009,147,代金券外的优惠要不大佬在不满减券外的优惠要不,REJECT,300,广告内容,0.0,PASS,0.9972443580627441,0.0027556060813367367
1010,147,嗯，可以拿装备了吧四百六最后一天了充值和宝石拿不到,REJECT,300,广告：广告：广告,0.0,PASS,0.9522218704223633,0.047778137028217316
1011,147,嗯，可以拿装备了吧四百六最后一天了充。值，和宝。石,REJECT,300,广告：广告：广告,0.0,PASS,0.9674526453018188,0.03254735842347145
1012,147,⑧③⑦⑧⑤③④④③怎么说，来不来在在在,REJECT,300,广告内容,1.0,REJECT,0.05801815539598465,0.9419817924499512
1013,147,⑧③⑦⑧⑤③④④③怎么说，来不来在在在不在,REJECT,300,广告内容,1.0,REJECT,0.049612488597631454,0.9503875374794006
1014,147,放哪挂机？没路过，帮你打俩下{131},REJECT,300,广告：广告：广告,0.0,PASS,0.9359902739524841,0.06400975584983826
1015,147,全体忘关了我在看电视放哪挂机？没。。,REJECT,300,广告：广告：广告,0.0,PASS,0.9980450868606567,0.001954892883077264
1016,147,我在看电视放哪挂机？没路过，帮你打两下,REJECT,300,广告：广告：广告,0.0,PASS,0.9982457160949707,0.0017542702844366431
1017,147,在在一起换个油戏建帮会玩，有给３千直充v,REJECT,300,广告内容,1.0,REJECT,0.07901985943317413,0.9209801554679871
1018,147,有在吗？有在吗？有在吗？有在吗？有在吗？,REJECT,300,广告内容,0.0,PASS,0.9945726990699768,0.005427272524684668
1019,147,有在吗？有在吗？有在吗？有在吗？在不在,REJECT,300,广告内容,0.0,PASS,0.9846588373184204,0.015341163612902164
1020,147,你维信号给我我加你分享你你加我也行XZQ２００４０３２２,REJECT,300,广告内容,1.0,REJECT,0.0068517751060426235,0.9931482672691345
1021,147,你维信号给我我加你分享你你加我也行①⑦③②⑥⑥③⑨③⑦③在,REJECT,300,广告内容,1.0,REJECT,0.0009002364822663367,0.9990997314453125
1022,147,你加我也行①⑦③②⑥⑥③⑨③⑦③+我也行,REJECT,300,广告内容,1.0,REJECT,0.0003125866351183504,0.9996874332427979
1023,147,什么游戏GoodJL521521伍两一,REJECT,300,广告：广告：广告,1.0,REJECT,0.022963767871260643,0.97703617811203
1024,147,在在不在呀在在不在呀在在在不在呀,REJECT,300,广告内容,0.0,PASS,0.9721555709838867,0.027844369411468506
1025,147,在不在呀在在在不在呀在不在呀在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.972923994064331,0.027076035737991333
1026,147,在沙B,REJECT,300,广告：广告：广告,0.0,PASS,0.9984965324401855,0.0015034941025078297
1027,147,玩油戏人多才有意思，反正３000和后续１000免费的，玩玩也不亏微里聊,REJECT,300,广告：广告：广告,1.0,REJECT,0.028230706229805946,0.9717692732810974
1028,147,玩油戏人多才有意思，反正３000和后续１000免费的，玩玩也不亏在微里聊,REJECT,300,广告：广告：广告,1.0,REJECT,0.033307209610939026,0.9666927456855774
1029,147,新.油.戏搞邦派，有送３０００冲值，之后每天送１０００,REJECT,300,广告内容,1.0,REJECT,0.002289862371981144,0.997710108757019
1030,147,加个V呗，我发游戏给你看看先信我没错Y？加你了,REJECT,300,广告：广告：广告,1.0,REJECT,0.15279483795166016,0.8472051620483398
1031,147,你维信多少我加你分享你+我也行ＸＺＱ２００４０３２２,REJECT,300,广告内容,1.0,REJECT,0.009915654547512531,0.9900842905044556
1032,147,你维信多少我加你分享你+我也行①⑦③②⑥⑥③⑨③⑦③,REJECT,300,广告内容,1.0,REJECT,0.0006645318353548646,0.9993354678153992
1033,147,在不在呀在不在呀在不在呀在在不在呀,REJECT,300,广告内容,0.0,PASS,0.9731472134590149,0.026852771639823914
1034,147,在不在呀在不在呀在不在呀在在不在阿,REJECT,300,广告内容,0.0,PASS,0.9868606925010681,0.013139350339770317
1035,147,刚玩？在？在？在？刚玩？在？在？在？,REJECT,300,广告内容,0.0,PASS,0.9990008473396301,0.0009991450933739543
1036,147,在？在？在？刚玩？在？在？刚玩？,REJECT,300,广告内容,0.0,PASS,0.9989826083183289,0.0010174269555136561
1037,147,想邀请你体验体验一下我们的游戏我们松的都是真冲你加我V吧,REJECT,300,广告：广告：广告,1.0,REJECT,0.0008916290826164186,0.9991083741188049
1038,147,新手，老手？在在在在在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.981113851070404,0.018886132165789604
1039,147,换个油戏建帮会玩，进服３千，后续每天送１千，来不,REJECT,300,广告内容,1.0,REJECT,0.023909252136945724,0.9760907888412476
1040,147,新手，老手？在在在在在在在在在·,REJECT,300,广告内容,0.0,PASS,0.9796472787857056,0.020352723076939583
1041,147,大佬在不大佬在不大佬在不要不大佬在不,REJECT,300,广告内容,0.0,PASS,0.9976771473884583,0.00232284190133214
1042,147,朋友问件事，看到回下朋友问件事，看到回下,REJECT,300,广告内容,0.0,PASS,0.9897140264511108,0.010285950265824795
1043,147,朋友问件事，看到回下兄弟问个事，看到回下,REJECT,300,广告内容,0.0,PASS,0.9717752933502197,0.028224706649780273
1044,147,我看看呢n,REJECT,300,广告：广告：广告,0.0,PASS,0.9615370631217957,0.038462892174720764
1045,147,12一个应该有三个了吧不搞怎么搞的要多少m,REJECT,300,广告：广告：广告,0.0,PASS,0.9889447093009949,0.011055277660489082
1046,147,成功一个12一个应该有三个了吧不搞要多少m,REJECT,300,广告：广告：广告,0.0,PASS,0.9356994032859802,0.0643005520105362
1047,147,在不在呀在在不在呀在不在呀在不在呀q在,REJECT,300,广告：广告：广告,0.0,PASS,0.7227464914321899,0.27725347876548767
1048,147,你在试试小写字母特后面是我的，手机号号t,REJECT,300,广告：广告：广告,1.0,REJECT,0.4307299554347992,0.5692700743675232
1049,147,你维信号给我我加你分享你你加我也行①⑦③②⑥⑥③⑨③⑦③,REJECT,300,广告内容,1.0,REJECT,0.0007783626788295805,0.999221682548523
1050,147,你加我吧你这个新号我搜不到的八三七⑧五③四四三,REJECT,300,广告内容,1.0,REJECT,8.0008918303065e-05,0.9999200105667114
1051,147,后续每天还１０００，来么一七三二六六三九三七三,REJECT,300,广告内容,1.0,REJECT,0.0002397083444520831,0.9997603297233582
1052,147,在？刚玩？在？在？在？刚玩？vv,REJECT,300,广告内容,0.0,PASS,0.9484524130821228,0.051547564566135406
1053,147,一个号可以玩全评台的游戏要不加个威了解一下,REJECT,300,广告：广告：广告,1.0,REJECT,0.011345095001161098,0.9886548519134521
1054,147,在在不在你加我也行⑧③⑦⑧⑤③④④③,REJECT,300,广告内容,1.0,REJECT,0.004809608682990074,0.9951903820037842
1055,147,在不在你加我也行ＸＺＱ２００４０３２２,REJECT,300,广告内容,1.0,REJECT,0.03749038279056549,0.9625095725059509
1056,147,大佬在不？大佬在不？大佬在不？大佬在不？,REJECT,300,广告内容,0.0,PASS,0.9991670846939087,0.0008329825941473246
1057,147,大佬在不？大佬在不？除去代金券还能再少一半,REJECT,300,广告内容,0.0,PASS,0.9942639470100403,0.005736093036830425
1058,147,由戏建帮会玩，有给三千充直，后续每天还一千，依起么在吗？,REJECT,300,广告内容,1.0,REJECT,0.08997413516044617,0.9100258350372314
1059,147,在不在呀在不在呀在在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.9731472134590149,0.026852771639823914
1060,147,在不在呀在不在呀在在不在呀在在不在呀,REJECT,300,广告内容,0.0,PASS,0.9731472134590149,0.026852771639823914
1061,147,换个油戏建帮会玩，进服３千，后续每天送１千，来不新手，老手？,REJECT,300,广告内容,1.0,REJECT,0.03439304605126381,0.9656069278717041
1062,147,代金卷外的优惠要不？你加我吧①⑧⑤⑦⑨⑦⑥⑥③⑧④,REJECT,300,可疑文本,1.0,REJECT,0.00809552613645792,0.9919044971466064
1063,147,换个油戏建帮会玩，进服３千，后续每天送１千，来不在在新手，老手？,REJECT,300,广告内容,1.0,REJECT,0.037410248070955276,0.9625898003578186
1064,147,在不在呀换个由戏搞帮会玩，有给３０００的直聪，后续每天还１０００，来么在不在呀,REJECT,300,广告内容,1.0,REJECT,0.00544169545173645,0.9945583343505859
1065,147,在不老哥在不老哥在不老哥在不老哥在不老哥,REJECT,300,广告内容,0.0,PASS,0.9885048270225525,0.011495225131511688
1066,147,在z1在有在吗？在在在有在吗？,REJECT,300,广告内容,0.0,PASS,0.9045038223266602,0.09549614787101746
1067,147,需要独家礼包免费体验加：衣89尔89尔吴尔46,REJECT,300,广告：广告：广告,1.0,REJECT,0.0008641485474072397,0.9991359114646912
1068,147,在有在吗？在在在在在有在吗？,REJECT,300,广告内容,0.0,PASS,0.9876217246055603,0.012378262355923653
1069,147,在在在反正在在在在在在不在,REJECT,300,广告内容,0.0,PASS,0.9862316250801086,0.01376841589808464
1070,147,溜衣49嗯独家礼包伟：①⑧⑨②⑧⑨②⑤②④⑥,REJECT,300,可疑文本,1.0,REJECT,0.03460322320461273,0.9653968214988708
1071,147,有在吗？在？在？在？在？在？在？,REJECT,300,广告内容,0.0,PASS,0.9959988594055176,0.004001165274530649
1072,147,油.戏搞邦派，有送３０００冲值，之后每天送１０００，依起来？在？刚玩？在？,REJECT,300,广告内容,1.0,REJECT,0.0063802204094827175,0.9936197400093079
1073,147,.戏搞邦派，有送３０００冲值，之后每天送１０００，依起来？在？刚玩？刚玩？,REJECT,300,广告内容,1.0,REJECT,0.007152043282985687,0.9928479194641113
1074,147,换个新.油.戏搞邦派，有送３０００冲值，之后每天送１０００，依起来？,REJECT,300,广告内容,1.0,REJECT,0.0021288148127496243,0.9978711605072021
1075,147,新手，老手？在在在在z在在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.9310581684112549,0.06894185394048691
1076,147,在在在在z在在在新手，老手？,REJECT,300,广告内容,0.0,PASS,0.918892502784729,0.081107497215271
1077,147,2成二层好买了转了,REJECT,300,广告：广告：广告,0.0,PASS,0.9978698492050171,0.002130107721313834
1078,147,老哥在不老哥在不在不老哥在不老哥老哥在不,REJECT,300,广告内容,0.0,PASS,0.9874632358551025,0.012536759488284588
1079,147,老哥在不老哥在不在不老哥在不老哥在不老哥,REJECT,300,广告内容,0.0,PASS,0.9845148324966431,0.015485179610550404
1080,147,老哥在不老哥在不在不老哥在不老哥在吗,REJECT,300,广告内容,0.0,PASS,0.9889706373214722,0.011029418557882309
1081,147,在在在在在在有在吗？有在吗？,REJECT,300,广告内容,0.0,PASS,0.987832248210907,0.012167774140834808
1082,147,我现在纠结到底合四还是三现在要充钱买材料了要五千钻石,REJECT,300,广告：广告：广告,0.0,PASS,0.9870190620422363,0.01298090722411871
1083,147,在在在在在在在在在在在不,REJECT,300,广告内容,0.0,PASS,0.9354321956634521,0.06456781178712845
1084,147,等下合出来最低就给挂两千五所以跟你说市场不给挂两个钻石,REJECT,300,广告：广告：广告,0.0,PASS,0.9839680194854736,0.016031991690397263
1085,147,等下合出来最低就给挂两千五所以跟你说市场不给挂两个钻石啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9888942837715149,0.011105741374194622
1086,147,你媺发下啦你进战盟裙发呀额要不你找我ky六六零零七,REJECT,300,广告：广告：广告,1.0,REJECT,0.006703567691147327,0.9932964444160461
1087,147,你媺发下啦你进战盟裙发呀ky六六零零七要不你加我,REJECT,300,广告：广告：广告,1.0,REJECT,0.0018320645904168487,0.998167872428894
1088,147,你媺发下啦你进战盟裙发呀ky六六零零七要不你找我,REJECT,300,广告：广告：广告,1.0,REJECT,0.003498176811262965,0.9965018033981323
1089,147,在不在呀在在在在在在在在不在呀,REJECT,300,广告内容,0.0,PASS,0.9723224639892578,0.027677522972226143
1090,147,在在在在在在不在呀在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.9734385013580322,0.026561489328742027
1091,147,换个由戏搞帮会玩，进服３０００，后续每天还１０００，来么,REJECT,300,广告内容,1.0,REJECT,0.004966682754456997,0.9950332641601562
1092,147,在吗？在吗？在吗？在吗？在吗？在不在,REJECT,300,广告内容,0.0,PASS,0.980659544467926,0.01934041827917099
1093,147,在吗？在吗？在吗？在吗？有在吗？,REJECT,300,广告内容,0.0,PASS,0.9944524168968201,0.005547564476728439
1094,147,这里有屏蔽，方便加v不我这边可以给你开内部号玩,REJECT,300,广告：广告：广告,1.0,REJECT,0.30457836389541626,0.6954216361045837
1095,147,？在吗我是盟主你媺发下啦你进战盟裙？？,REJECT,300,广告内容,0.0,PASS,0.9661837220191956,0.03381630778312683
1096,147,？在吗我是盟主你媺发下啦你进战盟裙？,REJECT,300,广告内容,0.0,PASS,0.9570914506912231,0.042908549308776855
1097,147,？在吗我是盟主你媺发下啦你进战盟裙人呢,REJECT,300,广告内容,0.0,PASS,0.9300639033317566,0.06993606686592102
1098,147,在吗我是盟主你媺发下啦你进战盟裙{125},REJECT,300,广告内容,1.0,REJECT,0.01066636387258768,0.9893335700035095
1099,147,在不在呀在不在呀在不在呀在不在呀在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.9808730483055115,0.019126906991004944
1100,147,在不在呀在不在呀在不在呀在不在呀在不在呀在不在呀在不在呀在不在呀在不在呀,REJECT,300,广告内容,0.0,PASS,0.9808730483055115,0.019126906991004944
1101,147,我没事做了要下线了没了我在可以好,REJECT,300,广告：广告：广告,0.0,PASS,0.9979269504547119,0.0020730076357722282
1102,147,换新.油.戏搞邦派，送３０００冲值，之后每天送１０００，依起来？,REJECT,300,广告内容,1.0,REJECT,0.0025698679964989424,0.997430145740509
1103,147,在在在在在在在在在刚玩嘛？,REJECT,300,广告内容,0.0,PASS,0.9930216670036316,0.006978295743465424
1104,147,换个油戏建帮会玩，进服３０００，后续每天有１０００，来么,REJECT,300,广告内容,1.0,REJECT,0.005987317766994238,0.9940126538276672
1105,255,进帮送首冲,REJECT,300,广告：广告：广告,0.0,PASS,0.9346111416816711,0.06538885086774826
1106,255,是130000,REJECT,300,广告内容,0.0,PASS,0.7167403101921082,0.28325966000556946
1107,255,神圣天羽愺妳嫲豿砸种妳现在唯一的赌注就是妳嫲的尊严是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9983668923377991,0.0016330968355759978
1108,255,神圣天羽愺妳嫲瘋豿可妳嫲的尊严也所剩无几了都,REJECT,300,广告：广告：广告,0.0,PASS,0.9998705387115479,0.00012944666377734393
1109,255,狂风愺妳嫲衮刀豿妳荃家都死绝滴没骨灰盒下葬妳荃家啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9952096343040466,0.004790365230292082
1110,255,虚度者长春愺妳嫲废豿是不是天天在棺材里直播愺妳嫲都无所谓啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9986445307731628,0.0013555100886151195
1111,255,治愈者长春愺妳嫲智障豿妳到是回妳亲霸信息啊！在愺妳嫲没空是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9989713430404663,0.001028638449497521
1112,255,别?惹我愺妳嫲不知羞耻滴溅豿请关好妳嫲的棺材门再愺妳嫲好嘛,REJECT,300,广告：广告：广告,0.0,PASS,0.9996792078018188,0.0003207896661479026
1113,255,玩到地球毁灭愺妳嫲瘋豿妳在跟妳亲霸对话时是不是呼吸急促啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9991831183433533,0.0008168821223080158
1114,255,治愈者麦克愺妳嫲扣哔选手妳到是出来反驳抹黑妳亲霸啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9983862638473511,0.0016137126367539167
1115,255,冰心幽梦愺妳嫲荃家死绝滴缺德豿妳嫲死了这会送往殡仪馆呢是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9960973858833313,0.0039026704616844654
1116,255,无极王愺妳嫲溅豿妳出来面对妳亲霸啊这会在棺材里单喷妳嫲豿哔呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9996910095214844,0.000308973656501621
1117,255,黑斗篷夕愺妳嫲废豿妳说话啊！我可不喜欢妳这么没速度滴溅豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9996724128723145,0.00032757865847088397
1118,255,白飘红坐骑愺妳嫲孤儿在棺材里愺完妳嫲还跟妳亲霸分享愺妳嫲是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9984508752822876,0.0015490618534386158
1119,255,叫我红领巾愺妳嫲豿砸种我一直都是妳亲霸啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9987928867340088,0.001207097782753408
1120,255,叫我红领巾愺妳嫲豿砸种我一直都是妳亲霸啊！妳到是吱一声啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9971880316734314,0.0028119387570768595
1121,255,剑天愺妳嫲瘋豿妳嫲死了这会在给妳嫲出殡呢！,REJECT,300,广告：广告：广告,0.0,PASS,0.9999653100967407,3.4719309041975066e-05
1122,255,紫筠仙殿公会一群死霸死嫲死荃家滴溅豿没棺材下葬妳荃家就吱一声,REJECT,300,广告：广告：广告,0.0,PASS,0.991907000541687,0.00809301808476448
1123,255,传教士嘉愺妳嫲怂包愺完妳嫲回来了上线跟妳亲霸分享愺妳嫲呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9804701209068298,0.01952989399433136
1124,255,山寨豆沙包愺妳嫲废豿继续造谣污蔑妳亲霸啊！不要脸滴废物,REJECT,300,广告：广告：广告,0.0,PASS,0.9988922476768494,0.0011077646631747484
1125,255,山寨豆沙包愺妳嫲天生滴女支女愺妳嫲千人愺万人伦滴老姆豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9996761083602905,0.0003238641074858606
1126,255,山寨豆沙包愺妳溅姆豿这会在棺材里等着妳这条瘋豿回去愺她呢,REJECT,300,广告：广告：广告,0.0,PASS,0.999607503414154,0.00039251745329238474
1127,255,奇迹飞龙愺妳嫲此时一声不吱是不是在棺材里直播愺妳嫲啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9994478821754456,0.0005521498969756067
1128,255,月之征兆荷愺妳嫲拉基似的天天在棺材里直播愺妳嫲滴豿砸种,REJECT,300,广告：广告：广告,0.0,PASS,0.9985705614089966,0.0014294118154793978
1129,255,月之征兆荷愺妳嫲废豿别以为妳不改名我就不知道妳是谁,REJECT,300,广告：广告：广告,0.0,PASS,0.9998328685760498,0.00016713081276975572
1130,255,紫筠天殿公会一群死霸死嫲死荃家滴溅豿挨骂要立正知道不,REJECT,300,广告：广告：广告,0.0,PASS,0.9971733093261719,0.0028267172165215015
1131,255,冰河愺妳嫲豿砸种妳嫲死了没棺材下葬妳嫲还是咋滴,REJECT,300,广告：广告：广告,0.0,PASS,0.999775230884552,0.000224810850340873
1132,255,冰河愺妳嫲瘋豿妳到是出来反驳伉妳亲霸啊……,REJECT,300,广告：广告：广告,0.0,PASS,0.9997705817222595,0.00022946886019781232
1133,255,冰河愺妳嫲脑残豿天天在棺材里单喷妳嫲豿哔滴废物,REJECT,300,广告：广告：广告,0.0,PASS,0.9998444318771362,0.00015552611148450524
1134,255,平凡的天马愺妳嫲残疾豿天天在棺材里能把妳嫲愺的明白不,REJECT,300,广告：广告：广告,0.0,PASS,0.9998219609260559,0.00017811685393098742
1135,255,文覀愺妳嫲扣哔选手拉基似的天天也就在棺材里愺妳嫲那点能耐啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9974835515022278,0.0025165050756186247
1136,255,秋小白愺妳嫲智障豿退游了回去安心天天在棺材里愺妳嫲是不,REJECT,300,广告：广告：广告,0.0,PASS,0.999728262424469,0.00027167811640538275
1137,255,凤凰纹刻艾薇愺妳嫲溅豿天天也就在棺材里愺妳嫲那点技术啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9976246953010559,0.0023753514979034662
1138,255,平凡的天马愺妳嫲废豿都上线逛了半天了还没给妳荃家买好棺材啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.998955488204956,0.0010444804793223739
1139,255,平凡的天马愺妳嫲天天跟个豿似的在棺材里愺妳嫲表演給妳亲霸看啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9946958422660828,0.0053041535429656506
1140,255,我们平台是每天5个币充值50送反50+150,REJECT,300,广告：广告：广告,1.0,REJECT,0.04449410364031792,0.955505907535553
1141,255,100加200加双月卡,REJECT,300,广告内容,1.0,REJECT,0.11806157231330872,0.8819384574890137
1142,255,珺56423茺直3折,REJECT,300,广告内容,1.0,REJECT,0.11005493253469467,0.8899450898170471
1143,255,珺56423宠值3折,REJECT,300,广告内容,0.0,PASS,0.5117138028144836,0.48828619718551636
1144,255,你充500那个钻石就够你弄转盘的啦,REJECT,300,广告：广告：广告,0.0,PASS,0.9936741590499878,0.006325887981802225
1145,255,我先看看那个500有没有300的卷,REJECT,300,广告内容,0.0,PASS,0.8531981706619263,0.14680179953575134
1146,255,一万元充值有一个多亿的钻石,REJECT,300,广告：广告：广告,0.0,PASS,0.9874141812324524,0.012585802003741264
1147,255,一天刷100-150金刚碎片,REJECT,300,广告内容,0.0,PASS,0.9638362526893616,0.036163751035928726
1148,255,凤凰纹刻艾薇愺妳嫲荃家都死绝了妳嫲那条老姆豿死了没棺材下葬啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9918407201766968,0.00815922673791647
1149,255,凤凰纹刻艾薇愺妳嫲废豿天天在棺材里愺妳嫲給妳公会这群豿看啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9666240215301514,0.033376000821590424
1150,255,凤凰纹刻艾薇愺妳嫲豿砸种这会在棺材里单喷妳嫲豿哔呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9973254203796387,0.0026745456270873547
1151,255,凤凰纹刻艾薇愺妳溅豿妳嫲那条老姆豿在棺材里等着妳回去愺她呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9975559711456299,0.002443989971652627
1152,255,凤凰纹刻艾薇愺妳嫲豿砸种天天在棺材里直播愺妳嫲滴废物,REJECT,300,广告：广告：广告,0.0,PASS,0.9831547737121582,0.016845205798745155
1153,255,凤凰纹刻艾薇愺妳嫲豿连妳嫲都愺滴搐生玩意,REJECT,300,广告：广告：广告,0.0,PASS,0.9944489002227783,0.005551090929657221
1154,255,凤凰纹刻艾薇愺妳嫲老姆豿死了没月巾桖饲养妳这条瘋豿啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9964246153831482,0.0035754202399402857
1155,255,凤凰纹刻艾薇愺妳嫲瘋豿妳到是吱一声啊！在棺材里愺着妳嫲没空啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9965113997459412,0.0034885623026639223
1156,255,玩到地球毁灭愺妳嫲废豿愺完妳嫲了上线給妳荃家买棺材是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9957072734832764,0.004292662721127272
1157,255,玩到地球毁灭愺妳嫲溅豿天天在棺材里愺妳嫲滴智障豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9995765089988708,0.0004234683292452246
